,,,,,,Scoring,Scoring,Scoring,,,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
852,Troy Stecher\stechtr01,27,DET,D,16,1,1,2,-6,9,0.1,1,0,0,0,1,0,0,23,4.3,242,15:08,17,19,0,0,
852,Troy Stecher\stechtr01,27,LAK,D,3,0,0,0,1,2,0.1,0,0,0,0,0,0,0,10,0,52,17:25,3,7,0,0,
853,Sam Steel\steelsa01,23,ANA,C,55,6,11,17,-9,14,0.9,6,0,0,1,8,3,0,60,10,688,12:31,25,32,174,159,52.3
854,Oskar Steen\steenos01,23,BOS,C,19,2,4,6,-1,6,0.4,2,0,0,0,4,0,0,22,9.1,207,10:55,6,29,1,5,16.7
855,Alex Steeves\steeval02,22,TOR,F,3,0,1,1,-1,0,0,0,0,0,0,1,0,0,2,0,24,7:58,1,1,0,0,
856,Kevin Stenlund\stenlke01,25,CBJ,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,23,7:32,2,2,1,0,100
857,Derek Stepan\stepade01,31,CAR,C,48,7,8,15,1,10,1.4,7,0,0,0,8,0,0,84,8.3,522,10:53,25,27,211,164,56.3
858,Mitchell Stephens\stephmi01,24,DET,C,16,0,4,4,-5,4,-0.1,0,0,0,0,4,0,0,13,0,192,12:00,8,9,83,89,48.3
859,Chandler Stephenson\stephch02,27,VEG,C,65,17,34,51,-3,26,4.5,13,3,1,3,25,8,1,101,16.8,1254,19:18,37,57,522,502,51
860,Riley Stillman\stillri01,23,CHI,D,39,1,10,11,0,29,1.9,1,0,0,1,10,0,0,31,3.2,576,14:46,39,90,0,0,
861,Mark Stone\stonema01,29,VEG,RW,28,8,20,28,7,8,3,6,2,0,2,17,2,1,53,15.1,508,18:09,19,14,13,14,48.1
862,Michael Stone\stonemi01,31,CGY,D,4,0,1,1,1,0,0.2,0,0,0,0,1,0,0,9,0,70,17:27,8,14,0,0,
863,Anton Stralman\stralan01,35,ARI,D,56,5,9,14,-9,8,2.3,5,0,0,1,9,0,0,75,6.7,1173,20:56,80,61,0,0,
864,Austin Strand\stranau01,24,LAK,D,8,0,2,2,-1,0,0.2,0,0,0,0,2,0,0,9,0,122,15:17,5,7,0,0,
865,Dylan Strome\stromdy01,24,CHI,C,53,19,20,39,-2,26,4.3,14,5,0,2,12,8,0,103,18.4,878,16:34,26,8,332,300,52.5
866,Ryan Strome\stromry01,28,NYR,C,61,15,30,45,6,63,4.4,12,3,0,4,21,9,0,137,10.9,1131,18:32,16,38,322,399,44.7
867,Marian Studenic\studema01,23,TOT,RW,23,1,1,2,-6,2,-0.4,1,0,0,0,1,0,0,28,3.6,267,11:35,14,17,1,3,25
867,Marian Studenic\studema01,23,NJD,RW,17,1,0,1,-6,0,-0.4,1,0,0,0,0,0,0,24,4.2,201,11:48,10,12,1,3,25
867,Marian Studenic\studema01,23,DAL,RW,6,0,1,1,0,2,0,0,0,0,0,1,0,0,4,0,66,11:01,4,5,0,0,
868,Jack Studnicka\studnja01,22,BOS,C,13,0,3,3,-1,4,0,0,0,0,0,3,0,0,16,0,166,12:47,2,16,49,50,49.5
869,Nico Sturm\sturmni01,26,TOT,C,57,9,8,17,-6,8,0.9,7,1,1,0,8,0,0,79,11.4,666,11:41,22,70,219,194,53
869,Nico Sturm\sturmni01,26,MIN,C,53,9,8,17,-5,8,1.1,7,1,1,0,8,0,0,73,12.3,612,11:33,22,61,193,180,51.7
869,Nico Sturm\sturmni01,26,COL,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,6,0,54,13:30,0,9,26,14,65
870,Tim StÅtzle\stuetti02,20,OTT,LW,64,14,25,39,-25,33,2.7,10,4,0,3,12,13,0,136,10.3,1160,18:07,39,101,134,213,38.6
871,P.K. Subban\subbapk01,32,NJD,D,62,5,16,21,-7,49,3.1,5,0,0,1,15,0,1,102,4.9,1164,18:46,72,61,0,0,
872,C.J. Suess\frankcl01,27,WPG,LW,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,17,5:43,5,2,2,2,50
873,Oskar Sundqvist\sundqos01,27,TOT,C,44,6,12,18,8,12,1.6,6,0,0,0,12,0,0,55,10.9,591,13:26,21,53,65,76,46.1
873,Oskar Sundqvist\sundqos01,27,STL,C,41,4,11,15,4,12,1,4,0,0,0,11,0,0,50,8,548,13:21,19,49,61,70,46.6
873,Oskar Sundqvist\sundqos01,27,DET,C,3,2,1,3,4,0,0.6,2,0,0,0,1,0,0,5,40,44,14:31,2,4,4,6,40
874,Andrej Sustr\sustran01,31,TOT,D,23,1,0,1,-4,10,0.2,1,0,0,0,0,0,0,19,5.3,304,13:13,16,11,0,0,
874,Andrej Sustr\sustran01,31,TBL,D,15,1,0,1,-1,6,0.2,1,0,0,0,0,0,0,10,10,158,10:33,6,8,0,0,
874,Andrej Sustr\sustran01,31,ANA,D,8,0,0,0,-3,4,0,0,0,0,0,0,0,0,9,0,146,18:13,10,3,0,0,
875,Pius Suter\suterpi01,25,DET,F,65,13,15,28,-15,16,1.7,12,0,1,2,12,3,0,135,9.6,1093,16:49,31,20,406,392,50.9
876,Ryan Suter\suterry01,37,DAL,D,64,5,21,26,2,30,5.1,3,2,0,0,13,8,0,95,5.3,1502,23:29,73,40,0,0,
877,Nick Suzuki\suzukni01,22,MTL,C,65,18,31,49,-19,22,3.8,9,8,1,4,18,11,2,153,11.8,1332,20:29,50,80,570,585,49.4
878,Andrei Svechnikov\svechan01,21,CAR,RW,62,25,32,57,13,69,6.7,17,8,0,5,20,12,0,208,12,1084,17:29,13,149,0,6,0
879,Evgeny Svechnikov\svechev01,25,WPG,LW,56,6,12,18,0,36,1.3,6,0,0,0,12,0,0,64,9.4,610,10:54,17,77,3,4,42.9
880,Brandon Tanev\tanevbr01,30,SEA,LW,30,9,6,15,4,13,1.9,6,2,1,3,6,0,0,51,17.6,437,14:34,22,98,1,1,50
881,Chris Tanev\tanevch01,32,CGY,D,65,5,19,24,27,18,5.7,5,0,0,2,19,0,0,70,7.1,1334,20:31,116,39,0,0,
882,Vladimir Tarasenko\tarasvl01,30,STL,RW,57,21,34,55,-4,26,5.4,16,5,0,5,20,13,1,179,11.7,978,17:09,35,66,4,7,36.4
883,Tomas Tatar\tatarto01,31,NJD,LW,62,12,14,26,-9,16,1.9,10,2,0,0,11,3,0,109,11,912,14:43,20,56,13,19,40.6
884,John Tavares\tavarjo01,31,TOR,C,63,20,39,59,-9,24,5.3,13,7,0,1,28,11,0,191,10.5,1139,18:05,34,65,651,408,61.5
885,Matt Tennyson\tennyma01,31,NSH,D,8,0,3,3,0,4,0.4,0,0,0,0,3,0,0,5,0,103,12:55,4,12,0,0,
886,Teuvo Teravainen\teravte01,27,CAR,F,60,16,35,51,14,20,5.3,6,8,2,1,15,20,0,166,9.6,1092,18:12,26,14,21,18,53.8
887,Troy Terry\terrytr01,24,ANA,C,61,30,23,53,-7,20,6.3,22,8,0,7,17,6,0,140,21.4,1083,17:45,16,4,1,7,12.5
888,Alexandre Texier\texieal01,22,CBJ,C,36,11,9,20,0,12,2.1,10,0,1,0,8,0,1,59,18.6,526,14:36,12,13,20,37,35.1
889,Shea Theodore\theodsh01,26,VEG,D,64,8,30,38,-3,20,5.6,7,1,0,1,20,10,0,160,5,1503,23:29,81,30,0,0,
890,Robert Thomas\thomaro01,22,STL,C,54,12,38,50,2,12,4.2,10,1,1,4,28,9,1,82,14.6,1018,18:51,16,12,418,413,50.3
891,Nate Thompson\thompna01,37,PHI,C,19,1,0,1,-8,29,-0.4,1,0,0,0,0,0,0,7,14.3,221,11:39,8,29,68,67,50.4
892,Tage Thompson\thompta01,24,BUF,C,61,27,22,49,-11,27,5.6,19,6,2,1,16,6,0,207,13,1092,17:54,22,52,334,481,41
893,Tyce Thompson\thompty01,22,NJD,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,14:25,0,2,1,0,100
894,Lassi Thomson\thomsla01,21,OTT,D,16,0,5,5,-8,2,0.3,0,0,0,0,4,1,0,18,0,276,17:15,9,23,0,0,
895,Joe Thornton\thornjo01,42,FLA,C,27,5,2,7,-10,6,0.2,2,3,0,1,2,0,0,21,23.8,296,10:59,7,16,73,87,45.6
896,Chris Tierney\tiernch01,27,OTT,C,57,6,11,17,-7,12,1,3,3,0,2,9,2,0,64,9.4,729,12:47,27,35,229,248,48
897,Conor Timmins\timmico01,23,ARI,D,6,0,0,0,-6,0,-0.3,0,0,0,0,0,0,0,5,0,106,17:45,9,7,0,0,
898,Jarred Tinordi\tinorja01,29,NYR,D,7,1,0,1,-5,7,-0.1,1,0,0,1,0,0,0,5,20,90,12:55,8,17,0,0,
899,Owen Tippett\tippeow01,22,TOT,RW,46,6,9,15,-1,12,0.8,6,0,0,0,8,1,0,84,7.1,594,12:55,13,66,19,33,36.5
899,Owen Tippett\tippeow01,22,FLA,RW,42,6,8,14,2,10,0.9,6,0,0,0,7,1,0,73,8.2,527,12:32,12,62,19,33,36.5
899,Owen Tippett\tippeow01,22,PHI,RW,4,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,11,0,68,16:55,1,4,0,0,
900,Vladimir Tkachev\tkachvl02,26,LAK,F,4,0,2,2,-2,2,0,0,0,0,0,0,2,0,1,0,56,13:59,0,1,1,1,50
901,Brady Tkachuk\tkachbr01,22,OTT,LW,62,22,24,46,-9,106,4.8,17,5,0,2,22,2,0,222,9.9,1153,18:36,24,216,181,165,52.3
902,Matthew Tkachuk\tkachma01,24,CGY,LW,65,32,50,82,42,54,10.7,22,10,0,6,35,15,0,208,15.4,1153,17:44,14,72,19,15,55.9
903,Devon Toews\toewsde01,27,COL,D,54,12,34,46,45,16,9.4,10,2,0,2,27,7,0,135,8.9,1374,25:27:00,71,45,0,0,
904,Jonathan Toews\toewsjo01,33,CHI,C,55,9,19,28,-7,31,1.9,6,2,1,1,16,3,0,97,9.3,968,17:36,15,19,594,437,57.6
905,Tyler Toffoli\toffoty01,29,TOT,C,57,17,26,43,-4,8,4.2,9,7,1,1,18,7,1,153,11.1,946,16:35,20,66,10,11,47.6
905,Tyler Toffoli\toffoty01,29,MTL,C,37,9,17,26,-8,4,2.1,4,4,1,0,13,4,0,100,9,648,17:31,14,46,5,8,38.5
905,Tyler Toffoli\toffoty01,29,CGY,C,20,8,9,17,4,4,2.1,5,3,0,1,5,3,1,53,15.1,297,14:52,6,20,5,3,62.5
906,Eeli Tolvanen\tolvaee01,22,NSH,RW,62,9,11,20,-4,12,1.2,8,1,0,1,6,5,0,136,6.6,852,13:45,37,152,0,1,0
907,Philip Tomasino\tomasph01,20,NSH,C,59,10,15,25,4,10,2.4,7,3,0,3,11,4,0,81,12.3,677,11:28,20,34,18,30,37.5
908,Dominic Toninato\tonindo01,27,WPG,C,61,6,6,12,1,20,0.9,5,0,1,1,3,0,3,38,15.8,499,8:11,24,79,54,79,40.6
909,Alexey Toropchenko\toropal01,22,STL,RW,14,2,0,2,0,9,0.1,2,0,0,0,0,0,0,23,8.7,136,9:44,8,38,1,2,33.3
910,Brayden Tracey\tracebr01,20,ANA,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,9,9:21,0,0,0,0,
911,Yakov Trenin\treniya01,25,NSH,C,63,15,6,21,9,42,2.2,15,0,0,2,6,0,0,110,13.6,919,14:35,28,145,9,20,31
912,Vincent Trocheck\trochvi01,28,CAR,C,65,18,26,44,14,70,4.7,12,6,0,3,20,6,0,127,14.2,1168,17:58,38,148,555,476,53.8
913,Jacob Trouba\troubja01,27,NYR,D,65,10,22,32,18,80,7.3,9,1,0,1,18,3,1,163,6.1,1461,22:28,145,177,0,0,
914,Alexander True\trueal01,24,SEA,F,8,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,6,0,66,8:15,2,22,12,15,44.4
915,Alex Tuch\tuchal01,25,BUF,RW,33,8,18,26,5,10,2.6,6,2,0,0,16,2,0,100,8,630,19:05,33,23,7,12,36.8
916,Riley Tufte\tufteri01,23,DAL,LW,10,1,0,1,0,4,0.1,1,0,0,0,0,0,0,5,20,72,7:12,4,9,1,1,50
917,Alex Turcotte\turcoal02,20,LAK,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,13,0,90,11:15,2,8,12,17,41.4
918,Kyle Turris\turriky01,32,EDM,C,23,1,3,4,-5,4,-0.1,1,0,0,0,3,0,0,21,4.8,198,8:37,6,13,28,22,56
919,T.J. Tynan\tynant.01,29,LAK,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,10:51,2,1,6,7,46.2
920,Urho Vaakanainen\vaakaur01,23,BOS,D,15,0,4,4,0,4,0.7,0,0,0,0,4,0,0,15,0,289,19:17,12,10,0,0,
921,Juuso Valimaki\valimju01,23,CGY,D,8,0,2,2,1,10,0.4,0,0,0,0,2,0,0,11,0,127,15:51,9,7,0,0,
922,James van Riemsdyk\vanrija01,32,PHI,LW,65,16,12,28,-28,21,1.7,9,7,0,4,12,0,0,140,11.4,1052,16:11,21,26,7,9,43.8
923,Trevor van Riemsdyk\vanritr01,30,WSH,D,58,1,13,14,0,33,2.3,1,0,0,0,12,0,1,60,1.7,1025,17:40,103,23,0,0,
924,Frank Vatrano\vatrafr01,27,TOT,LW,54,12,9,21,-1,16,1.8,11,1,0,2,8,1,0,116,10.3,673,12:28,21,51,11,13,45.8
924,Frank Vatrano\vatrafr01,27,FLA,LW,49,10,9,19,-2,16,1.4,9,1,0,2,8,1,0,105,9.5,598,12:12,17,48,9,13,40.9
924,Frank Vatrano\vatrafr01,27,NYR,LW,5,2,0,2,1,0,0.3,2,0,0,0,0,0,0,11,18.2,76,15:08,4,3,2,0,100
925,Mike Vecchione\vecchmi01,28,WSH,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,5,5:06,0,0,0,0,
926,Lukas Vejdemo\vejdelu01,26,MTL,C,6,1,0,1,-3,0,0,1,0,0,0,0,0,0,10,10,64,10:38,4,7,13,18,41.9
927,Joe Veleno\velenjo01,22,DET,C,49,7,7,14,-6,20,0.8,7,0,0,0,7,0,0,51,13.7,621,12:41,19,71,147,148,49.8
928,Carter Verhaeghe\verhaca01,26,FLA,C,63,21,27,48,22,44,5.3,21,0,0,4,24,3,0,134,15.7,1025,16:16,14,37,14,7,66.7
929,Kristian Vesalainen\vesalkr01,22,WPG,W,53,2,1,3,-8,6,-0.6,2,0,0,0,1,0,0,43,4.7,460,8:40,14,72,0,1,0
930,Jimmy Vesey\veseyji02,28,NJD,LW,61,7,7,14,-21,12,-0.2,5,0,2,2,7,0,0,100,7,900,14:45,26,79,17,37,31.5
931,Jeffrey Viel\vielje01,25,SJS,F,27,3,2,5,0,100,0.5,3,0,0,0,2,0,0,24,12.5,245,9:05,11,73,4,7,36.4
932,Gabriel Vilardi\vilarga01,22,LAK,C,14,2,0,2,-6,2,-0.1,1,1,0,0,0,0,0,15,13.3,190,13:36,7,0,36,43,45.6
933,Alex Vlasic\vlasial01,20,CHI,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,14,7:02,3,0,0,0,
934,Marc-Edouard Vlasic\vlasima01,34,SJS,D,58,3,11,14,-12,14,2.2,3,0,0,0,11,0,0,47,6.4,886,15:17,67,33,0,0,
935,Jakub Voracek\voracja01,32,CBJ,RW,63,5,43,48,-10,32,2.8,3,2,0,2,24,19,0,118,4.2,1077,17:06,22,22,5,27,15.6
936,Jakub Vrana\vranaja01,25,DET,LW,9,5,1,6,-4,10,0.7,3,2,0,1,1,0,0,20,25,130,14:29,3,9,0,1,0
937,Oliver Wahlstrom\wahlsol01,21,NYI,RW,57,12,10,22,-1,45,2.2,7,5,0,2,7,3,0,136,8.8,723,12:41,16,86,5,7,41.7
938,Nathan Walker\walkena01,27,STL,C,12,5,1,6,3,0,0.9,5,0,0,1,1,0,0,23,21.7,152,12:40,5,24,0,3,0
939,Sean Walker\walkese01,27,LAK,D,6,0,2,2,-1,4,0.2,0,0,0,0,1,1,0,18,0,110,18:22,9,9,0,0,
940,Jake Walman\walmaja01,25,TOT,D,35,3,3,6,3,6,1.4,3,0,0,0,3,0,0,56,5.4,437,12:30,33,22,0,0,
940,Jake Walman\walmaja01,25,STL,D,32,3,3,6,3,6,1.3,3,0,0,0,3,0,0,48,6.3,383,11:59,26,21,0,0,
940,Jake Walman\walmaja01,25,DET,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,54,18:05,7,1,0,0,
941,Austin Watson\watsoau01,30,OTT,LW,50,3,3,6,-10,81,-0.3,3,0,0,1,3,0,0,62,4.8,593,11:51,53,150,3,8,27.3
942,Jasper Weatherby\weathja01,24,SJS,C,45,4,6,10,-14,16,0.2,3,1,0,0,5,1,0,42,9.5,518,11:30,23,46,161,157,50.6
943,MacKenzie Weegar\weegama01,28,FLA,D,64,6,29,35,31,65,6.1,5,0,1,2,27,1,1,158,3.8,1509,23:35,133,153,0,0,
944,Alexander Wennberg\wennbal01,27,SEA,C,63,7,21,28,-20,22,1,6,1,0,1,17,4,0,78,9,1146,18:11,34,40,456,505,47.5
945,Zach Werenski\werenza01,24,CBJ,D,60,10,32,42,-13,22,4.9,6,4,0,2,22,9,1,196,5.1,1557,25:57:00,87,29,0,0,
946,Blake Wheeler\wheelbl01,35,WPG,RW,52,10,41,51,-4,28,4,8,2,0,1,25,16,0,125,8,1030,19:48,30,50,3,13,18.8
947,Colin White\whiteco02,25,OTT,C,15,2,5,7,-5,2,0.4,0,2,0,1,1,4,0,34,5.9,234,15:37,2,12,39,43,47.6
948,Colton White\whiteco03,24,NJD,D,25,0,4,4,1,8,0.8,0,0,0,0,4,0,0,18,0,325,13:00,12,17,0,0,
949,Zach Whitecloud\whiteza01,25,VEG,D,45,6,9,15,18,14,4.1,5,0,1,1,9,0,0,73,8.2,877,19:30,100,71,0,0,
950,Chris Wideman\widemch01,32,MTL,D,52,2,17,19,-22,49,1.1,2,0,0,0,6,11,0,61,3.3,773,14:52,34,35,0,0,
951,Maxwell Willman\willmma01,26,PHI,C,40,3,2,5,-14,16,-0.5,3,0,0,0,2,0,0,63,4.8,471,11:47,9,51,2,4,33.3
952,Tom Wilson\wilsoto01,27,WSH,RW,63,20,26,46,14,78,5.1,14,4,2,4,19,6,1,124,16.1,1198,19:01,39,191,18,21,46.2
953,Luke Witkowski\witkolu01,31,DET,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:18,0,1,0,0,
954,Christian Wolanin\wolanch01,26,TOT,D,9,1,1,2,-1,2,0.4,1,0,0,0,1,0,0,5,20,132,14:42,13,5,0,0,
954,Christian Wolanin\wolanch01,26,LAK,D,8,1,1,2,1,2,0.5,1,0,0,0,1,0,0,5,20,124,15:30,11,5,0,0,
954,Christian Wolanin\wolanch01,26,BUF,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,8,8:18,2,0,0,0,
955,Kailer Yamamoto\yamamka01,23,EDM,RW,65,18,14,32,-6,36,2.7,14,3,1,4,13,1,0,94,19.1,1099,16:55,30,83,2,4,33.3
956,Keith Yandle\yandlke01,35,PHI,D,65,1,14,15,-37,10,-0.3,0,1,0,0,5,9,0,94,1.1,940,14:27,35,24,0,0,
957,Jesse Ylînen\yloneje01,22,MTL,RW,7,1,1,2,2,2,0.2,1,0,0,0,1,0,0,8,12.5,90,12:54,2,5,0,0,
958,Cameron York\yorkca01,21,PHI,D,22,2,6,8,-8,4,0.8,1,1,0,0,3,3,0,22,9.1,402,18:17,28,16,0,0,
959,Pavel Zacha\zachapa01,24,NJD,C,56,13,15,28,-17,14,1.9,9,4,0,1,11,4,0,121,10.7,938,16:45,15,65,132,128,50.8
960,Filip Zadina\zadinfi01,22,DET,RW,62,8,12,20,-26,10,0.3,4,4,0,1,8,4,0,127,6.3,877,14:09,29,45,1,1,50
961,Nikita Zadorov\zadorni01,26,CGY,D,58,3,13,16,10,61,3.3,3,0,0,0,13,0,0,85,3.5,986,17:00,42,146,0,0,
962,Nikita Zaitsev\zaitsni01,30,OTT,D,46,1,5,6,-7,22,1.3,1,0,0,0,3,0,2,53,1.9,884,19:13,80,95,0,0,
963,Yegor Zamula\zamulye01,21,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,19:46,3,0,0,0,
964,Jakub Zboril\zborija01,24,BOS,D,10,0,3,3,1,4,0.5,0,0,0,0,3,0,0,13,0,157,15:44,10,24,0,0,
965,Trevor Zegras\zegratr01,20,ANA,C,60,16,31,47,-20,46,3.9,10,6,0,4,23,8,0,141,11.3,1063,17:43,19,38,185,267,40.9
966,Fabian Zetterlund\zettefa01,22,NJD,W,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,20,6:35,1,5,2,0,100
967,Mika Zibanejad\zibanmi01,28,NYR,C,65,26,42,68,22,12,8,12,13,1,2,27,11,4,184,14.1,1281,19:42,41,50,540,516,51.1
968,Radim Zohorna\zohorra01,25,PIT,F,15,2,2,4,9,4,0.7,2,0,0,0,2,0,0,8,25,157,10:26,3,21,4,8,33.3
969,Artem Zub\zubar01,26,OTT,D,65,5,15,20,4,44,4.6,5,0,0,0,15,0,0,71,7,1402,21:34,114,127,0,0,
970,Mats Zuccarello\zuccama01,34,MIN,LW,55,19,45,64,19,18,6.6,14,5,0,1,28,17,0,121,15.7,1031,18:44,28,28,18,27,40
971,Jason Zucker\zuckeja01,30,PIT,LW,31,6,7,13,1,10,1.1,4,2,0,0,7,0,0,88,6.8,483,15:34,15,51,4,10,28.6
